"index","name_occup_de","class_1","class_2","class_3","class_4"
"4223","Telefonisten","4","42","422","4223"
"4224","Hotelrezeptionisten","4","42","422","4224"
"4225","Auskunftspersonal","4","42","422","4225"
"4226","Empfangskräfte (allgemein)","4","42","422","4226"
"4227","Interviewer im Bereich Umfragen und Marktforschung","4","42","422","4227"
"4229","Berufe im Bereich Kundeninformation, anderweitig nicht genannt","4","42","422","4229"
"43","Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft","4","43",NA,NA
"430","Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft, onA","4","43","430",NA
"4300","Bürokräfte im Finanz- und Rechnungswesen, in der Statistik und in der Materialwirtschaft, onA","4","43","430","4300"
"431","Bürokräfte im Finanz- und Rechnungswesen und in der Statistik","4","43","431",NA
"4310","Bürokräfte im Finanz- und Rechnungswesen und in der Statistik, onA","4","43","431","4310"
"4311","Bürokräfte im Rechnungswesen und in der Buchhaltung","4","43","431","4311"
"4312","Bürokräfte in der Statistik, im Finanz- und Versicherungswesen","4","43","431","4312"
"4313","Bürokräfte in der Lohnbuchhaltung","4","43","431","4313"
"432","Bürokräfte im Bereich Materialwirtschaft und Transport und verwandte Berufe","4","43","432",NA
"4320","Bürokräfte im Bereich Materialwirtschaft und Transport und verwandte Berufe, onA","4","43","432","4320"
"4321","Fachkräfte in der Lagerwirtschaft","4","43","432","4321"
"4322","Bürokräfte in der Material- und Fertigungsplanung und verwandte Berufe","4","43","432","4322"
"4323","Bürokräfte in der Transportwirtschaft und verwandte Berufe","4","43","432","4323"
"44","Sonstige Bürokräfte und verwandte Berufe","4","44",NA,NA
"441","Sonstige Bürokräfte und verwandte Berufe","4","44","441",NA
"4410","Sonstige Bürokräfte und verwandte Berufe, onA","4","44","441","4410"
"4411","Bibliotheksassistenten","4","44","441","4411"
"4412","Postverteiler und -sortierer","4","44","441","4412"
"4413","Kodierer, Korrekturleser und verwandte Bürokräfte","4","44","441","4413"
"4414","Schreiber und verwandte Arbeitskräfte","4","44","441","4414"
"4415","Bürokräfte für Registratur und Dokumentation","4","44","441","4415"
"4416","Bürokräfte im Personalwesen","4","44","441","4416"
"4419","Bürokräfte und verwandte Berufe, anderweitig nicht genannt","4","44","441","4419"
"5","Dienstleistungsberufe und Verkäufer","5",NA,NA,NA
"50","Dienstleistungsberufe und Verkäufer, onA","5","50",NA,NA
"500","Dienstleistungsberufe und Verkäufer, onA","5","50","500",NA
"5000","Dienstleistungsberufe und Verkäufer, onA","5","50","500","5000"
"51","Berufe im Bereich personenbezogener Dienstleistungen","5","51",NA,NA
"510","Berufe im Bereich personenbezogener Dienstleistungen, onA","5","51","510",NA
"5100","Berufe im Bereich personenbezogener Dienstleistungen, onA","5","51","510","5100"
"511","Reisebegleiter, Schaffner und Reiseleiter","5","51","511",NA
"5110","Reisebegleiter, Schaffner und Reiseleiter, onA","5","51","511","5110"
"5111","Reisebegleiter und Stewards","5","51","511","5111"
"5112","Schaffner","5","51","511","5112"
"5113","Reiseleiter/Fremdenführer","5","51","511","5113"
"512","Köche","5","51","512",NA
"5120","Köche","5","51","512","5120"
"513","Kellner und Barkeeper","5","51","513",NA
"5130","Kellner und Barkeeper, onA","5","51","513","5130"
"5131","Kellner","5","51","513","5131"
"5132","Barkeeper","5","51","513","5132"
"514","Friseure, Kosmetiker und verwandte Berufe","5","51","514",NA
"5140","Friseure, Kosmetiker und verwandte Berufe, onA","5","51","514","5140"
"5141","Friseure","5","51","514","5141"
"5142","Kosmetiker und verwandte Berufe","5","51","514","5142"
"515","Hauswarte und Hauswirtschaftsleiter","5","51","515",NA
"5150","Hauswarte und Hauswirtschaftsleiter, onA","5","51","515","5150"
"5151","Reinigungs- und Hauswirtschaftsleiter in Büros, Hotels und anderen Einrichtungen","5","51","515","5151"
"5152","Hauswirtschafter in Privathaushalten","5","51","515","5152"
"5153","Hauswarte","5","51","515","5153"
"516","Sonstige Berufe im Bereich personenbezogener Dienstleistungen","5","51","516",NA
"5160","Sonstige Berufe im Bereich personenbezogener Dienstleistungen, onA","5","51","516","5160"
"5161","Astrologen, Wahrsager und verwandte Berufe","5","51","516","5161"
"5162","Gesellschafter und Zofen/Kammerdiener","5","51","516","5162"
"5163","Bestatter und Einbalsamierer","5","51","516","5163"
"5164","Tierpfleger und -betreuer","5","51","516","5164"
"5165","Fahrschullehrer","5","51","516","5165"
"5169","Berufe im Bereich personenbezogener Dienstleistungen, anderweitig nicht genannt","5","51","516","5169"
"52","Verkaufskräfte","5","52",NA,NA
"520","Verkaufskräfte, onA","5","52","520",NA
"5200","Verkaufskräfte, onA","5","52","520","5200"
"521","Strassen- und Marktverkäufer","5","52","521",NA
"5210","Strassen- und Marktverkäufer, onA","5","52","521","5210"
"5211","Verkaufsstand- und Marktverkäufer","5","52","521","5211"
"5212","Strassenverkäufer von Lebensmitteln","5","52","521","5212"
"522","Verkaufskräfte in Handelsgeschäften","5","52","522",NA
"5220","Verkaufskräfte in Handelsgeschäften, onA","5","52","522","5220"
"5221","Leiter eines Einzelhandelsgeschäftes","5","52","522","5221"
"5222","Verkaufsaufsichtskräfte in Handelsgeschäften","5","52","522","5222"
"5223","Verkäufer und Verkaufshilfskräfte in Handelsgeschäften","5","52","522","5223"
"523","Kassierer und Kartenverkäufer","5","52","523",NA
"5230","Kassierer und Kartenverkäufer","5","52","523","5230"
"524","Sonstige Verkaufskräfte","5","52","524",NA
"5240","Sonstige Verkaufskräfte, onA","5","52","524","5240"
"5241","Mannequins/Dressmen und sonstige Modelle","5","52","524","5241"
"5242","Produktvorführer","5","52","524","5242"
"5243","Haustürverkäufer","5","52","524","5243"
"5244","Telefonverkäufer","5","52","524","5244"
"5245","Tankwarte","5","52","524","5245"
"5246","Imbissverkäufer","5","52","524","5246"
"5249","Verkaufskräfte, anderweitig nicht genannt","5","52","524","5249"
"53","Betreuungsberufe","5","53",NA,NA
"530","Betreuungsberufe, onA","5","53","530",NA
"5300","Betreuungsberufe, onA","5","53","530","5300"
"531","Kinder- und Lernbetreuer","5","53","531",NA
"5310","Kinder- und Lernbetreuer, onA","5","53","531","5310"
"5311","Kinderbetreuer","5","53","531","5311"
"5312","Lernbetreuer","5","53","531","5312"
"532","Betreuungsberufe im Gesundheitswesen","5","53","532",NA
"5320","Betreuungsberufe im Gesundheitswesen, onA","5","53","532","5320"
"5321","Pflegehelfer","5","53","532","5321"
"5322","Haus- und Familienpfleger","5","53","532","5322"
"5329","Betreuungsberufe im Gesundheitswesen, anderweitig nicht genannt","5","53","532","5329"
"54","Schutzkräfte und Sicherheitsbedienstete","5","54",NA,NA
"541","Schutzkräfte und Sicherheitsbedienstete","5","54","541",NA
"5410","Schutzkräfte und Sicherheitsbedienstete, onA","5","54","541","5410"
"5411","Feuerwehrleute","5","54","541","5411"
"5412","Polizisten (ohne Polizeikommissare)","5","54","541","5412"
"5413","Gefängnisaufseher","5","54","541","5413"
"5414","Sicherheitswachpersonal","5","54","541","5414"
"5419","Schutzkräfte und Sicherheitsbedienstete, anderweitig nicht genannt","5","54","541","5419"
"6","Fachkräfte in Land- und Forstwirtschaft und Fischerei","6",NA,NA,NA
"60","Fachkräfte in Land- und Forstwirtschaft und Fischerei, onA","6","60",NA,NA
"600","Fachkräfte in Land- und Forstwirtschaft und Fischerei, onA","6","60","600",NA
"6000","Fachkräfte in Land- und Forstwirtschaft und Fischerei, onA","6","60","600","6000"
"61","Fachkräfte in der Landwirtschaft","6","61",NA,NA
"610","Fachkräfte in der Landwirtschaft, onA","6","61","610",NA
"6100","Fachkräfte in der Landwirtschaft, onA","6","61","610","6100"
"611","Gärtner und Ackerbauern","6","61","611",NA
"6110","Gärtner und Ackerbauern, onA","6","61","611","6110"
"6111","Ackerbauern und Gemüseanbauer","6","61","611","6111"
"6112","Baum- und Strauchfrüchteanbauer","6","61","611","6112"
"6113","Gärtner, Saat- und Pflanzenzüchter","6","61","611","6113"
"6114","Fachkräfte in der Mischkulturlandwirtschaft","6","61","611","6114"
"612","Tierhalter","6","61","612",NA
"6120","Tierhalter, onA","6","61","612","6120"
"6121","Nutztierhalter (ohne Geflügel) und Milchproduzenten","6","61","612","6121"
"6122","Geflügelhalter","6","61","612","6122"
"6123","Imker und Seidenraupenzüchter","6","61","612","6123"
"6129","Tierhalter, anderweitig nicht genannt","6","61","612","6129"
"613","Landwirte mit Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt)","6","61","613",NA
"6130","Landwirte mit Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt)","6","61","613","6130"
"62","Fachkräfte in Forstwirtschaft, Fischerei und Jagd – Marktproduktion","6","62",NA,NA
"620","Fachkräfte in Forstwirtschaft, Fischerei und Jagd – Marktproduktion, onA","6","62","620",NA
"6200","Fachkräfte in Forstwirtschaft, Fischerei und Jagd – Marktproduktion, onA","6","62","620","6200"
"621","Forstarbeitskräfte und verwandte Berufe","6","62","621",NA
"6210","Forstarbeitskräfte und verwandte Berufe","6","62","621","6210"
"622","Fischer, Jäger und Fallensteller","6","62","622",NA
"6220","Fischer, Jäger und Fallensteller, onA","6","62","622","6220"
"6221","Fachkräfte im Bereich Aquakultur","6","62","622","6221"
"6222","Binnen- und Küstenfischer","6","62","622","6222"
"6223","Hochseefischer","6","62","622","6223"
"6224","Jäger und Fallensteller","6","62","622","6224"
"63","Landwirte, Fischer, Jäger und Sammler für den Eigenbedarf","6","63",NA,NA
"630","Landwirte, Fischer, Jäger und Sammler für den Eigenbedarf, onA","6","63","630",NA
"6300","Landwirte, Fischer, Jäger und Sammler für den Eigenbedarf, onA","6","63","630","6300"
"631","Ackerbauern für den Eigenbedarf","6","63","631",NA
"6310","Ackerbauern für den Eigenbedarf","6","63","631","6310"
"632","Nutztierhalter für den Eigenbedarf","6","63","632",NA
"6320","Nutztierhalter für den Eigenbedarf","6","63","632","6320"
"633","Ackerbauern und Nutztierhalter (ohne ausgeprägten Schwerpunkt) für den Eigenbedarf","6","63","633",NA
"6330","Ackerbauern und Nutztierhalter (ohne ausgeprägten Schwerpunkt) für den Eigenbedarf","6","63","633","6330"
"634","Fischer, Jäger, Fallensteller und Sammler für den Eigenbedarf","6","63","634",NA
"6340","Fischer, Jäger, Fallensteller und Sammler für den Eigenbedarf","6","63","634","6340"
"7","Handwerks- und verwandte Berufe","7",NA,NA,NA
"70","Handwerks- und verwandte Berufe, onA","7","70",NA,NA
"700","Handwerks- und verwandte Berufe, onA","7","70","700",NA
"7000","Handwerks- und verwandte Berufe, onA","7","70","700","7000"
"71","Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker","7","71",NA,NA
"710","Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker, onA","7","71","710",NA
"7100","Bau- und Ausbaufachkräfte sowie verwandte Berufe, ausgenommen Elektriker, onA","7","71","710","7100"
"711","Baukonstruktions- und verwandte Berufe","7","71","711",NA
"7110","Baukonstruktions- und verwandte Berufe, onA","7","71","711","7110"
"7111","Rohbaufacharbeiter im Hochbau","7","71","711","7111"
"7112","Maurer und verwandte Berufe","7","71","711","7112"
"7113","Steinmetze, Steinspalter, -bearbeiter und Steinbildhauer","7","71","711","7113"
"7114","Betonierer, Betonoberflächenfertiger und verwandte Berufe","7","71","711","7114"
"7115","Zimmerleute und Bautischler","7","71","711","7115"
"7119","Baukonstruktions- und verwandte Berufe, anderweitig nicht genannt","7","71","711","7119"
"712","Ausbaufachkräfte und verwandte Berufe","7","71","712",NA
"7120","Ausbaufachkräfte und verwandte Berufe, onA","7","71","712","7120"
"7121","Dachdecker","7","71","712","7121"
"7122","Boden- und Fliesenleger","7","71","712","7122"
"7123","Stuckateure","7","71","712","7123"
"7124","Isolierer","7","71","712","7124"
"7125","Glaser","7","71","712","7125"
"7126","Bauspengler und Sanitär- und Heizungsinstallateure","7","71","712","7126"
"7127","Klima- und Kälteanlagenbauer","7","71","712","7127"
"713","Maler, Gebäudereiniger und verwandte Berufe","7","71","713",NA
"7130","Maler, Gebäudereiniger und verwandte Berufe, onA","7","71","713","7130"
"7131","Maler und verwandte Berufe","7","71","713","7131"
"7132","Lackierer und verwandte Berufe","7","71","713","7132"
"7133","Fassadenreiniger und Schornsteinfeger/Rauchfangkehrer","7","71","713","7133"
"72","Metallarbeiter, Mechaniker und verwandte Berufe","7","72",NA,NA
"720","Metallarbeiter, Mechaniker und verwandte Berufe, onA","7","72","720",NA
"7200","Metallarbeiter, Mechaniker und verwandte Berufe, onA","7","72","720","7200"
"721","Blechkaltverformer, Baumetallverformer, Former (für Metallguss), Schweisser und verwandte Berufe","7","72","721",NA
"7210","Blechkaltverformer, Baumetallverformer, Former (für Metallguss), Schweisser und verwandte Berufe, onA","7","72","721","7210"
"7211","Former und Kernmacher (für Metallguss)","7","72","721","7211"
"7212","Schweisser und Brennschneider","7","72","721","7212"
"7213","Blechkaltverformer","7","72","721","7213"
"7214","Baumetallverformer und Metallbauer","7","72","721","7214"
"7215","Verspannungsmonteure und Seilspleisser","7","72","721","7215"
"722","Grobschmiede, Werkzeugmechaniker und verwandte Berufe","7","72","722",NA
"7220","Grobschmiede, Werkzeugmechaniker und verwandte Berufe, onA","7","72","722","7220"
"7221","Grobschmiede, Hammerschmiede und Schmiedepresser","7","72","722","7221"
"7222","Werkzeugmechaniker und verwandte Berufe","7","72","722","7222"
"7223","Werkzeugmaschineneinrichter und -bediener","7","72","722","7223"
"7224","Metallpolierer, Rundschleifer und Werkzeugschärfer","7","72","722","7224"
"723","Maschinenmechaniker und -schlosser","7","72","723",NA
"7230","Maschinenmechaniker und -schlosser, onA","7","72","723","7230"
"7231","Kraftfahrzeugmechaniker und -schlosser","7","72","723","7231"
"7232","Flugmotorenmechaniker und -schlosser","7","72","723","7232"
"7233","Landmaschinen- und Industriemaschinenmechaniker und -schlosser","7","72","723","7233"
"7234","Fahrradmechaniker und verwandte Berufe","7","72","723","7234"
"73","Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe","7","73",NA,NA
"730","Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe, onA","7","73","730",NA
"7300","Präzisionshandwerker, Drucker und kunsthandwerkliche Berufe, onA","7","73","730","7300"
"731","Präzisionshandwerker und kunsthandwerkliche Berufe","7","73","731",NA
"7310","Präzisionshandwerker und kunsthandwerkliche Berufe, onA","7","73","731","7310"
"7311","Präzisionsinstrumentenmacher und -instandsetzer","7","73","731","7311"
"7312","Musikinstrumentenbauer und -stimmer","7","73","731","7312"
"7313","Schmuckwarenhersteller und Edelmetallbearbeiter","7","73","731","7313"
"7314","Keramiker und verwandte Berufe","7","73","731","7314"
"7315","Glasmacher, -schneider, -schleifer und -veredler","7","73","731","7315"
"7316","Schildermaler, Dekormaler, Graveure und Ätzer","7","73","731","7316"
"7317","Kunsthandwerkliche Berufe für Holz, Korbwaren und verwandte Materialien","7","73","731","7317"
"7318","Kunsthandwerkliche Berufe für Textilien, Leder und verwandte Materialien","7","73","731","7318"
"7319","Kunsthandwerkliche Berufe, anderweitig nicht genannt","7","73","731","7319"
"732","Druckhandwerker","7","73","732",NA
"7320","Druckhandwerker, onA","7","73","732","7320"
"7321","Techniker in der Druckvorstufe","7","73","732","7321"
"7322","Drucker","7","73","732","7322"
"7323","Berufe in der Druckweiterverarbeitung und Buchbinder","7","73","732","7323"
"74","Elektriker und Elektroniker","7","74",NA,NA
"740","Elektriker und Elektroniker, onA","7","74","740",NA
"7400","Elektriker und Elektroniker, onA","7","74","740","7400"
"741","Elektroinstallateure und -mechaniker","7","74","741",NA
"7410","Elektroinstallateure und -mechaniker, onA","7","74","741","7410"
"7411","Bauelektriker und verwandte Berufe","7","74","741","7411"
"7412","Elektromechaniker und verwandte Berufe","7","74","741","7412"
"7413","Elektroleitungsinstallateure und Wartungspersonal","7","74","741","7413"
"742","Installateure und Mechaniker für Elektronik und Telekommunikationstechnik","7","74","742",NA
"7420","Installateure und Mechaniker für Elektronik und Telekommunikationstechnik, onA","7","74","742","7420"
"7421","Elektroniker und Elektronik-Servicetechniker","7","74","742","7421"
"7422","Installateure und Servicetechniker im Bereich Informations- und Kommunikationstechnik","7","74","742","7422"
"75","Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte","7","75",NA,NA
"750","Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte, onA","7","75","750",NA
"7500","Berufe in der Nahrungsmittelverarbeitung, Holzverarbeitung und Bekleidungsherstellung und verwandte handwerkliche Fachkräfte, onA","7","75","750","7500"
"751","Berufe in der Nahrungsmittelverarbeitung und verwandte handwerkliche Fachkräfte","7","75","751",NA
"7510","Berufe in der Nahrungsmittelverarbeitung und verwandte handwerkliche Fachkräfte, onA","7","75","751","7510"
"7511","Fleischer, Fischhändler und -verarbeiter und verwandte Berufe","7","75","751","7511"
"7512","Bäcker, Konditoren und Konfektmacher","7","75","751","7512"
"7513","Molkerei- und Käsereifachkräfte","7","75","751","7513"
"7514","Obst- und Gemüsekonservierer und verwandte Berufe","7","75","751","7514"
"7515","Nahrungsmittel- und Getränkekoster und -klassierer","7","75","751","7515"
"7516","Tabakaufbereiter und Tabakwarenmacher","7","75","751","7516"
"752","Holzbearbeiter, Möbeltischler und verwandte Berufe","7","75","752",NA
"7520","Holzbearbeiter, Möbeltischler und verwandte Berufe, onA","7","75","752","7520"
"7521","Holztrockner und -konservierer","7","75","752","7521"
"7522","Möbeltischler und verwandte Berufe","7","75","752","7522"
"7523","Einrichter und Bediener von Holzbearbeitungsmaschinen","7","75","752","7523"
"753","Berufe der Bekleidungsherstellung und verwandte Berufe","7","75","753",NA
"7530","Berufe der Bekleidungsherstellung und verwandte Berufe, onA","7","75","753","7530"
"7531","Herren- und Damenschneider, Kürschner und Hutmacher","7","75","753","7531"
"7532","Schnittmustermacher und Zuschneider","7","75","753","7532"
"7533","Näher, Sticker und verwandte Berufe","7","75","753","7533"
"7534","Polsterer und verwandte Berufe","7","75","753","7534"
"7535","Pelzveredler, Gerber und Fellzurichter","7","75","753","7535"
"7536","Schuhmacher und verwandte Berufe","7","75","753","7536"
"754","Sonstige Handwerks- und verwandte Berufe","7","75","754",NA
"7540","Sonstige Handwerks- und verwandte Berufe, onA","7","75","754","7540"
"7541","Taucher","7","75","754","7541"
"7542","Sprengmeister und Sprengbeauftragte","7","75","754","7542"
"7543","Produkttester und -klassierer (ohne Nahrungsmittel und Getränke)","7","75","754","7543"
"7544","Kammerjäger und andere Schädlingsbekämpfungsberufe","7","75","754","7544"
"7549","Handwerks- und verwandte Berufe, anderweitig nicht genannt","7","75","754","7549"
"8","Bediener von Anlagen und Maschinen und Montageberufe","8",NA,NA,NA
"80","Bediener von Anlagen und Maschinen und Montageberufe, onA","8","80",NA,NA
"800","Bediener von Anlagen und Maschinen und Montageberufe, onA","8","80","800",NA
"8000","Bediener von Anlagen und Maschinen und Montageberufe, onA","8","80","800","8000"
"81","Bediener stationärer Anlagen und Maschinen","8","81",NA,NA
"810","Bediener stationärer Anlagen und Maschinen, onA","8","81","810",NA
"8100","Bediener stationärer Anlagen und Maschinen, onA","8","81","810","8100"
"811","Bediener von Anlagen für den Bergbau und die Mineralaufbereitung","8","81","811",NA
"8110","Bediener von Anlagen für den Bergbau und die Mineralaufbereitung, onA","8","81","811","8110"
"8111","Bergleute und Grubenarbeiter","8","81","811","8111"
"8112","Bediener von Mineral- und Gesteinsaufbereitungsanlagen","8","81","811","8112"
"8113","Tiefbohrer und verwandte Berufe","8","81","811","8113"
"8114","Bediener von Maschinen zur Herstellung und Verarbeitung von Zement, Steinen und sonstigen Mineralien","8","81","811","8114"
"812","Bediener von Anlagen in der Metallerzeugung, -umformung und -veredlung","8","81","812",NA
"8120","Bediener von Anlagen in der Metallerzeugung, -umformung und -veredlung, onA","8","81","812","8120"
"8121","Bediener von Anlagen in der Metallerzeugung und -umformung","8","81","812","8121"
"8122","Bediener von Anlagen zur Metallveredlung, Plattierung und Beschichtung von Metallen","8","81","812","8122"
"813","Bediener von Anlagen und Maschinen für chemische und fotografische Erzeugnisse","8","81","813",NA
"8130","Bediener von Anlagen und Maschinen für chemische und fotografische Erzeugnisse, onA","8","81","813","8130"
"8131","Bediener von Anlagen und Maschinen für chemische Erzeugnisse","8","81","813","8131"
"8132","Bediener von Anlagen für fotografische Erzeugnisse","8","81","813","8132"
"814","Bediener von Maschinen zur Herstellung von Gummi-, Kunststoff- und Papierwaren","8","81","814",NA
"8140","Bediener von Maschinen zur Herstellung von Gummi-, Kunststoff- und Papierwaren, onA","8","81","814","8140"
"8141","Bediener von Maschinen zur Herstellung von Gummiwaren","8","81","814","8141"
"8142","Bediener von Maschinen zur Herstellung von Kunststoffwaren","8","81","814","8142"
"8143","Bediener von Maschinen zur Herstellung von Papierwaren","8","81","814","8143"
"815","Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren","8","81","815",NA
"8150","Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren, onA","8","81","815","8150"
"8151","Bediener von Spinnstoffaufbereitungs-, Spinn- und Spulmaschinen","8","81","815","8151"
"8152","Bediener von Web-, Strick- und Wirkmaschinen","8","81","815","8152"
"8153","Bediener von Nähmaschinen","8","81","815","8153"
"8154","Bediener von Bleich- und Färbemaschinen","8","81","815","8154"
"8155","Bediener von Pelz- und Lederzurichtungs- und -vorbereitungsmaschinen","8","81","815","8155"
"8156","Bediener von Maschinen zur Schuhherstellung und verwandte Berufe","8","81","815","8156"
"8157","Bediener von Wäschereimaschinen","8","81","815","8157"
"8159","Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren, anderweitig nicht genannt","8","81","815","8159"
"816","Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln","8","81","816",NA
"8160","Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln","8","81","816","8160"
"817","Bediener von Anlagen zur Holzaufbereitung und Papierherstellung","8","81","817",NA
"8170","Bediener von Anlagen zur Holzaufbereitung und Papierherstellung, onA","8","81","817","8170"
"8171","Bediener von Anlagen zur Zellstoff- und Papierherstellung","8","81","817","8171"
"8172","Bediener von Anlagen zur Holzaufbereitung","8","81","817","8172"
"818","Bediener sonstiger stationärer Anlagen und Maschinen","8","81","818",NA
"8180","Bediener sonstiger stationärer Anlagen und Maschinen, onA","8","81","818","8180"
"8181","Bediener von Anlagen zur Glas- und Keramikherstellung","8","81","818","8181"
"8182","Bediener von Dampfmaschinen und -kesseln","8","81","818","8182"
"8183","Bediener von Verpackungs-, Abfüll- und Etikettiermaschinen","8","81","818","8183"
"8189","Bediener stationärer Anlagen und Maschinen, anderweitig nicht genannt","8","81","818","8189"
"82","Montageberufe","8","82",NA,NA
"820","Montageberufe, onA","8","82","820",NA
"8200","Montageberufe, onA","8","82","820","8200"
"821","Montageberufe","8","82","821",NA
"8210","Montageberufe, onA","8","82","821","8210"
"8211","Berufe der Montage von mechanischen Bauteilen","8","82","821","8211"
"8212","Berufe der Montage von elektrischen und elektronischen Geräten","8","82","821","8212"
"8219","Montageberufe, anderweitig nicht genannt","8","82","821","8219"
"83","Fahrzeugführer und Bediener mobiler Anlagen","8","83",NA,NA
"830","Fahrzeugführer und Bediener mobiler Anlagen, onA","8","83","830",NA
"8300","Fahrzeugführer und Bediener mobiler Anlagen, onA","8","83","830","8300"
"831","Lokomotivführer und verwandte Berufe","8","83","831",NA
"8310","Lokomotivführer und verwandte Berufe, onA","8","83","831","8310"
"8311","Lokomotivführer","8","83","831","8311"
"8312","Bediener von Sicherungs-, Signal- und Leittechnik im Schienennetzbetrieb","8","83","831","8312"
"832","Kraftfahrzeugführer","8","83","832",NA
"8320","Kraftfahrzeugführer, onA","8","83","832","8320"
"8321","Kraftradfahrer","8","83","832","8321"
"8322","Personenkraftwagen-, Taxi-, Kleintransporter- und Kleinbusfahrer","8","83","832","8322"
"833","Fahrer schwerer Lastkraftwagen und Busse","8","83","833",NA
"8330","Fahrer schwerer Lastkraftwagen und Busse, onA","8","83","833","8330"
"8331","Busfahrer und Strassenbahnführer","8","83","833","8331"
"8332","Fahrer schwerer Lastkraftwagen","8","83","833","8332"
"834","Bediener mobiler Anlagen","8","83","834",NA
"8340","Bediener mobiler Anlagen, onA","8","83","834","8340"
"8341","Führer von mobilen land- und forstwirtschaftlichen Maschinen","8","83","834","8341"
"8342","Führer von Erdbewegungs- und verwandten Maschinen","8","83","834","8342"
"8343","Kranführer, Aufzugmaschinisten und Bediener verwandter Hebeeinrichtungen","8","83","834","8343"
"8344","Gabelstaplerfahrer und verwandte Berufe","8","83","834","8344"
"835","Deckspersonal auf Schiffen und verwandte Berufe","8","83","835",NA
"8350","Deckspersonal auf Schiffen und verwandte Berufe","8","83","835","8350"
"9","Hilfsarbeitskräfte","9",NA,NA,NA
"90","Hilfsarbeitskräfte, onA","9","90",NA,NA
"900","Hilfsarbeitskräfte, onA","9","90","900",NA
"9000","Hilfsarbeitskräfte, onA","9","90","900","9000"
"91","Reinigungspersonal und Hilfskräfte","9","91",NA,NA
"910","Reinigungspersonal und Hilfskräfte, onA","9","91","910",NA
"9100","Reinigungspersonal und Hilfskräfte, onA","9","91","910","9100"
"911","Reinigungspersonal und Hilfskräfte in Privathaushalten, Hotels und Büros","9","91","911",NA
"9110","Reinigungspersonal und Hilfskräfte in Privathaushalten, Hotels und Büros, onA","9","91","911","9110"
"9111","Reinigungspersonal und Hilfskräfte in Privathaushalten","9","91","911","9111"
"9112","Reinigungspersonal und Hilfskräfte in Büros, Hotels und anderen Einrichtungen","9","91","911","9112"
"912","Reinigungspersonal für Fahrzeuge, Fenster, Wäsche und sonstige manuelle Reinigungsberufe","9","91","912",NA
"9120","Reinigungspersonal für Fahrzeuge, Fenster, Wäsche und sonstige manuelle Reinigungsberufe, onA","9","91","912","9120"
"9121","Handwäscher und Handbügler","9","91","912","9121"
"9122","Fahrzeugreiniger","9","91","912","9122"
"9123","Fensterputzer","9","91","912","9123"
"9129","Sonstiges Reinigungspersonal","9","91","912","9129"
"92","Hilfsarbeiter in der Land- und Forstwirtschaft und Fischerei","9","92",NA,NA
"921","Hilfsarbeiter in der Land- und Forstwirtschaft und Fischerei","9","92","921",NA
"9210","Hilfsarbeiter in der Land- und Forstwirtschaft und Fischerei, onA","9","92","921","9210"
"9211","Hilfsarbeiter im Ackerbau","9","92","921","9211"
"9212","Hilfsarbeiter in der Tierhaltung","9","92","921","9212"
"9213","Hilfsarbeiter in Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt)","9","92","921","9213"
"9214","Hilfsarbeiter im Gartenbau","9","92","921","9214"
"9215","Hilfsarbeiter in der Forstwirtschaft","9","92","921","9215"
"9216","Hilfsarbeiter in der Fischerei und Aquakultur","9","92","921","9216"
"93","Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen","9","93",NA,NA
"930","Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen, onA","9","93","930",NA
"9300","Hilfsarbeiter im Bergbau, im Bau, bei der Herstellung von Waren und im Transportwesen, onA","9","93","930","9300"
"931","Hilfsarbeiter im Bergbau und im Bau","9","93","931",NA
"9310","Hilfsarbeiter im Bergbau und im Bau, onA","9","93","931","9310"
"9311","Hilfsarbeiter im Bergbau und in der Gewinnung von Steinen und Erden","9","93","931","9311"
"9312","Hilfsarbeiter im Tiefbau","9","93","931","9312"
"9313","Hilfsarbeiter im Hochbau","9","93","931","9313"
"932","Hilfsarbeiter bei der Herstellung von Waren","9","93","932",NA
"9320","Hilfsarbeiter bei der Herstellung von Waren, onA","9","93","932","9320"
"9321","Verpacker","9","93","932","9321"
