"gmd_identifier","gmd_name","Land","kanton","agglo_identifier","population_2012"
"6616","Collonge-Bellerive","CH","GE","6621",7519
"6617","Cologny","CH","GE","6621",4830
"6618","Confignon","CH","GE","6621",4307
"6623","Le Grand-Saconnex","CH","GE","6621",11847
"6628","Lancy","CH","GE","6621",28909
"6630","Meyrin","CH","GE","6621",21718
"6631","Onex","CH","GE","6621",17851
"6633","Plan-les-Ouates","CH","GE","6621",10250
"6636","Puplinge","CH","GE","6621",2041
"6640","Thônex","CH","GE","6621",13587
"6641","Troinex","CH","GE","6621",2236
"6642","Vandoeuvres","CH","GE","6621",2578
"6643","Vernier","CH","GE","6621",33744
"6645","Veyrier","CH","GE","6621",10215
"FR_74008","Ambilly","FR","FR718","6621",5881
"FR_74305","Ville-la-Grand","FR","FR718","6621",7627
"FR_74118","Étrembières","FR","FR718","6621",1857
"FR_74133","Gaillard","FR","FR718","6621",11144
"FR_74298","Vétraz-Monthoux","FR","FR718","6621",6470
"FR_74012","Annemasse","FR","FR718","6621",31293
"5705","Bogis-Bossey","CH","VD","6621",875
"5707","Chavannes-de-Bogis","CH","VD","6621",1097
"5711","Commugny","CH","VD","6621",2756
"5712","Coppet","CH","VD","6621",3076
"5716","Eysins","CH","VD","6621",1352
"5717","Founex","CH","VD","6621",3429
"5721","Gland","CH","VD","6621",11693
"5723","Mies","CH","VD","6621",1908
"5724","Nyon","CH","VD","6621",19170
"5725","Prangins","CH","VD","6621",3935
"5729","Tannay","CH","VD","6621",1522
"5732","Vich","CH","VD","6621",743
"6644","Versoix","CH","GE","6621",12879
"FR_01160","Ferney-Voltaire","FR","FR711","6621",7965
"FR_01313","Prévessin-Moëns","FR","FR711","6621",5640
"FR_01071","Cessy","FR","FR711","6621",3819
"FR_01173","Gex","FR","FR711","6621",9882
"5429","Longirod","CH","VD","6621",414
"5430","Marchissy","CH","VD","6621",448
"5434","Saint-George","CH","VD","6621",941
"5701","Arnex-sur-Nyon","CH","VD","6621",197
"5702","Arzier","CH","VD","6621",2392
"5703","Bassins","CH","VD","6621",1256
"5704","Begnins","CH","VD","6621",1617
"5706","Borex","CH","VD","6621",879
"5708","Chavannes-des-Bois","CH","VD","6621",797
"5709","Chéserex","CH","VD","6621",1211
"5710","Coinsins","CH","VD","6621",397
"5713","Crans-près-Céligny","CH","VD","6621",2108
"5714","Crassier","CH","VD","6621",1088
"5715","Duillier","CH","VD","6621",1057
"5718","Genolier","CH","VD","6621",1818
"5719","Gingins","CH","VD","6621",1213
"5720","Givrins","CH","VD","6621",965
"5722","Grens","CH","VD","6621",367
"5726","La Rippe","CH","VD","6621",1065
"5727","Saint-Cergue","CH","VD","6621",2155
"5728","Signy-Avenex","CH","VD","6621",455
"5730","Trélex","CH","VD","6621",1400
"5731","Le Vaud","CH","VD","6621",1244
"5852","Bursinel","CH","VD","6621",453
"5853","Bursins","CH","VD","6621",748
"5855","Dully","CH","VD","6621",562
"5857","Gilly","CH","VD","6621",996
"5858","Luins","CH","VD","6621",596
"5859","Mont-sur-Rolle","CH","VD","6621",2547
"5861","Rolle","CH","VD","6621",5921
"5863","Vinzel","CH","VD","6621",341
"6601","Aire-la-Ville","CH","GE","6621",1108
"6602","Anières","CH","GE","6621",2265
"6603","Avully","CH","GE","6621",1771
"6604","Avusy","CH","GE","6621",1443
"6605","Bardonnex","CH","GE","6621",2220
"6606","Bellevue","CH","GE","6621",3200
"6609","Cartigny","CH","GE","6621",867
"6610","Céligny","CH","GE","6621",623
"6611","Chancy","CH","GE","6621",1129
"6614","Choulex","CH","GE","6621",1085
"6615","Collex-Bossy","CH","GE","6621",1652
"6619","Corsier (GE)","CH","GE","6621",1917
"6620","Dardagny","CH","GE","6621",1498
"6622","Genthod","CH","GE","6621",2691
"6624","Gy","CH","GE","6621",480
"6625","Hermance","CH","GE","6621",965
"6626","Jussy","CH","GE","6621",1182
"6627","Laconnex","CH","GE","6621",605
"6629","Meinier","CH","GE","6621",2012
"6632","Perly-Certoux","CH","GE","6621",2993
"6634","Pregny-Chambésy","CH","GE","6621",3530
"6635","Presinge","CH","GE","6621",627
"6637","Russin","CH","GE","6621",485
"6638","Satigny","CH","GE","6621",3874
"6639","Soral","CH","GE","6621",718
"FR_01078","Challex","FR","FR711","6621",1174
"FR_01109","Collonges","FR","FR711","6621",1821
"FR_01158","Farges","FR","FR711","6621",840
"FR_01209","Léaz","FR","FR711","6621",529
"FR_01288","Péron","FR","FR711","6621",2032
"FR_01308","Pougny","FR","FR711","6621",781
"FR_01360","Saint-Jean-de-Gonville","FR","FR711","6621",1493
"FR_01281","Ornex","FR","FR711","6621",3344
"FR_01354","Saint-Genis-Pouilly","FR","FR711","6621",8627
"FR_01397","Sauverny","FR","FR711","6621",1083
"FR_01401","Sergy","FR","FR711","6621",1842
"FR_01419","Thoiry","FR","FR711","6621",5031
"FR_01435","Versonnex","FR","FR711","6621",2089
"FR_01103","Chevry","FR","FR711","6621",1217
"FR_01135","Crozet","FR","FR711","6621",1839
"FR_01143","Divonne-les-Bains","FR","FR711","6621",7926
"FR_01153","Échenevex","FR","FR711","6621",1596
"FR_01180","Grilly","FR","FR711","6621",736
"FR_01247","Mijoux","FR","FR711","6621",380
"FR_01399","Ségny","FR","FR711","6621",1593
"FR_01436","Vesancy","FR","FR711","6621",523
"FR_74087","Contamine-sur-Arve","FR","FR718","6621",1586
"FR_74122","Faucigny","FR","FR718","6621",494
"FR_74162","Marcellaz","FR","FR718","6621",774
"FR_74209","Peillonnex","FR","FR718","6621",1378
"FR_74018","Arenthon","FR","FR718","6621",1462
"FR_74059","La Chapelle-Rambaud","FR","FR718","6621",219
"FR_74090","Cornier","FR","FR718","6621",1210
"FR_74174","Mégevette","FR","FR718","6621",517
"FR_74240","Saint-Jean-de-Tholome","FR","FR718","6621",874
"FR_74284","La Tour","FR","FR718","6621",1218
"FR_74304","Ville-en-Sallaz","FR","FR718","6621",691
"FR_74311","Viuz-en-Sallaz","FR","FR718","6621",3859
"FR_74094","Cranves-Sales","FR","FR718","6621",5310
"FR_74145","Juvigny","FR","FR718","6621",641
"FR_74153","Lucinges","FR","FR718","6621",1535
"FR_74158","Machilly","FR","FR718","6621",963
"FR_74229","Saint-Cergues","FR","FR718","6621",3114
"FR_74009","Andilly","FR","FR718","6621",768
"FR_74052","Cernex","FR","FR718","6621",876
"FR_74088","Copponex","FR","FR718","6621",814
"FR_74177","Menthonnex-en-Bornes","FR","FR718","6621",882
"FR_74228","Saint-Blaise","FR","FR718","6621",272
"FR_74259","Le Sappey","FR","FR718","6621",374
"FR_74313","Vovray-en-Bornes","FR","FR718","6621",348
"FR_74066","Chavannaz","FR","FR718","6621",185
"FR_74071","Chessenaz","FR","FR718","6621",174
"FR_74077","Clarafond-Arcine","FR","FR718","6621",880
"FR_74086","Contamine-Sarzin","FR","FR718","6621",561
"FR_74168","Marlioz","FR","FR718","6621",668
"FR_74184","Minzier","FR","FR718","6621",834
"FR_74291","Vanzy","FR","FR718","6621",294
"FR_74015","Arbusigny","FR","FR718","6621",978
"FR_74128","Fillinges","FR","FR718","6621",3090
"FR_74185","Monnetier-Mornex","FR","FR718","6621",2163
"FR_74193","La Muraz","FR","FR718","6621",965
"FR_74197","Nangy","FR","FR718","6621",1504
"FR_74211","Pers-Jussy","FR","FR718","6621",2563
"FR_74220","Reignier-Esery","FR","FR718","6621",6589
"FR_74262","Scientrier","FR","FR718","6621",1036
"FR_74016","Archamps","FR","FR718","6621",1865
"FR_74031","Beaumont","FR","FR718","6621",2076
"FR_74044","Bossey","FR","FR718","6621",707
"FR_74069","Chênex","FR","FR718","6621",568
"FR_74074","Chevrier","FR","FR718","6621",395
"FR_74082","Collonges-sous-Salève","FR","FR718","6621",3572
"FR_74101","Dingy-en-Vuache","FR","FR718","6621",615
"FR_74124","Feigères","FR","FR718","6621",1457
"FR_74144","Jonzier-Épagny","FR","FR718","6621",694
"FR_74201","Neydens","FR","FR718","6621",1486
"FR_74216","Présilly","FR","FR718","6621",679
"FR_74243","Saint-Julien-en-Genevois","FR","FR718","6621",11598
"FR_74260","Savigny","FR","FR718","6621",723
"FR_74288","Valleiry","FR","FR718","6621",3081
"FR_74296","Vers","FR","FR718","6621",668
"FR_74309","Viry","FR","FR718","6621",3512
"FR_74314","Vulbens","FR","FR718","6621",930
"FR_74285","Usinens","FR","FR718","6621",360
"FR_74021","Arthaz-Pont-Notre-Dame","FR","FR718","6621",1272
"FR_74040","Bonne","FR","FR718","6621",2630
"FR_74037","Boëge","FR","FR718","6621",1611
"FR_74050","Burdignin","FR","FR718","6621",601
"FR_74139","Habère-Lullin","FR","FR718","6621",808
"FR_74140","Habère-Poche","FR","FR718","6621",1193
"FR_74226","Saint-André-de-Boëge","FR","FR718","6621",587
"FR_74261","Saxel","FR","FR718","6621",376
"FR_74301","Villard","FR","FR718","6621",740
"FR_74025","Ballaison","FR","FR718","6621",1295
"FR_74043","Bons-en-Chablais","FR","FR718","6621",4793
"FR_74048","Brenthonne","FR","FR718","6621",872
"FR_74070","Chens-sur-Léman","FR","FR718","6621",1822
"FR_74105","Douvaine","FR","FR718","6621",4876
"FR_74121","Excenevex","FR","FR718","6621",988
"FR_74126","Fessy","FR","FR718","6621",759
"FR_74150","Loisin","FR","FR718","6621",1393
"FR_74156","Lully","FR","FR718","6621",655
"FR_74171","Massongy","FR","FR718","6621",1347
"FR_74180","Messery","FR","FR718","6621",2053
"FR_74199","Nernier","FR","FR718","6621",450
"FR_74293","Veigy-Foncenex","FR","FR718","6621",3430
"FR_74315","Yvoire","FR","FR718","6621",820
"FR_74263","Sciez","FR","FR718","6621",5269
"6711","Delémont","CH","JU","6711",11809
"6709","Courroux","CH","JU","6711",3134
"6721","Rossemaison","CH","JU","6711",585
"6702","Boécourt","CH","JU","6711",885
"6704","Châtillon (JU)","CH","JU","6711",452
"6705","Corban","CH","JU","6711",462
"6706","Courchapoix","CH","JU","6711",421
"6708","Courrendlin","CH","JU","6711",2595
"6710","Courtételle","CH","JU","6711",2459
"6712","Develier","CH","JU","6711",1394
"6715","Mervelier","CH","JU","6711",527
"6716","Mettembert","CH","JU","6711",114
"6719","Pleigne","CH","JU","6711",381
"6724","Soyhières","CH","JU","6711",483
"6730","Val Terbi","CH","JU","6711",2612
"FR_68190","Lucelle","FR","FR422","6711",42
